county,state,crime rate/100000
Carroll County,GA,300.8321837
Midland County,TX,300.3934825
Greene County,GA,300.2267018
Carbon County,UT,300.17152660000005
Walton County,GA,299.6944749
Polk County,TN,299.5805872
Madison County,AR,299.34399080000003
Sullivan County,PA,299.1654858
Banks County,GA,298.66956289999996
Maverick County,TX,298.5768433
Clark County,OH,298.16328480000004
Arapahoe County,CO,297.9886998
Scott County,KS,297.9145978
Mitchell County,KS,297.89902789999996
Jackson County,MS,296.90281239999996
Lyon County,NV,296.758927
Buena Vista County,IA,296.5916274
Wakulla County,FL,296.563729
Ochiltree County,TX,296.1317786
Wayne County,IN,296.0540851
Cass County,ND,296.0160659
Mineral County,WV,295.9861392
Boone County,IA,295.85798819999997
Kootenai County,ID,295.2899179
Hernando County,FL,295.22875930000004
Marion County,IL,295.1685568
Macon County,TN,295.1411832
Sumner County,TN,294.869973
Lawrence County,AL,294.7569
Overton County,TN,294.45073610000003
Washtenaw County,MI,294.4331527
Mille Lacs County,MN,294.1973445
Lake County,OR,294.11764710000006
Colorado County,TX,293.9475713
Grant County,WA,293.8679553
Carteret County,NC,293.71365110000005
Dooly County,GA,293.6241611
Scott County,MS,293.5663
Surry County,NC,292.95003419999995
Davison County,SD,292.58941630000004
Lewis and Clark County,MT,292.3260583
Perry County,TN,292.2861863
Glades County,FL,292.2442863
Jasper County,IL,291.90992489999996
Fairfield County,CT,291.83831539999994
Claiborne County,MS,291.7972549
Missoula County,MT,291.5738728
Union Parish,LA,290.90583599999997
Mitchell County,GA,290.73551749999996
Macomb County,MI,290.72182069999997
Terry County,TX,290.3554893
Carbon County,MT,290.1353965
Camp County,TX,290.018529
Perry County,AR,289.99516669999997
Lake County,MI,289.8296153
Deer Lodge County,MT,289.4200879
Custer County,OK,289.34200219999997
Franklin County,TN,289.3335603
Grant County,KS,289.3081761
Humboldt County,CA,289.23438389999995
Jasper County,SC,289.1584363
Polk County,AR,289.1306478
Eureka County,NV,289.017341
Clark County,WI,288.8920988
Orange County,NY,288.8772924
Iredell County,NC,288.7239617
Jerome County,ID,288.7092476
Mills County,IA,288.6680988
Jefferson County,MS,288.3733124
Upshur County,TX,288.3361749
Yellowstone County,MT,288.0087181
Blaine County,MT,287.7044216
Crawford County,MI,287.68699649999996
Miller County,GA,286.5812542
Kit Carson County,CO,286.176434
Greene County,IL,286.15452339999996
Allen County,IN,285.3884423
Richland County,MT,285.3575887
Warren County,MO,284.8571169
Hancock County,TN,284.4737236
Elmore County,AL,284.2945786
Chippewa County,MI,284.2671077
Donley County,TX,283.9295855
Washington County,IL,283.77630120000003
Martinsville city,VA,283.5332606
Northampton County,NC,283.12299049999996
Lamb County,TX,283.12159710000003
Barber County,KS,282.9997979
Levy County,FL,282.51437799999997
Toombs County,GA,282.33051
Van Buren County,MI,282.28745610000004
Humboldt County,NV,282.2092956
Pettis County,MO,281.9571141
Mingo County,WV,281.85328189999996
St. Johns County,FL,281.4254437
Luzerne County,PA,281.15950180000004
Barry County,MO,281.119982
Broadwater County,MT,281.0962755
Greene County,AR,280.762002
Washington County,FL,280.214425
Marion County,AL,280.2136217
Yazoo County,MS,279.7403436
Scott County,IN,279.4927415
Jasper County,GA,279.39122119999996
Harford County,MD,279.2769296
Glenn County,CA,279.1696492
Rensselaer County,NY,278.89293260000005
Warren County,IA,278.8575292
Crook County,OR,278.64520780000004
Imperial County,CA,278.62093960000004
Hall County,NE,278.3267457
Butts County,GA,278.2415136
Brown County,WI,278.09856
Grand County,UT,277.77777779999997
Houston County,TN,277.3757839
Catron County,NM,277.2387025
Mayes County,OK,276.933634
Pocahontas County,WV,276.8485408
Luce County,MI,276.837896
Benewah County,ID,276.42636
Mason County,MI,276.1754938
Hardee County,FL,276.172826
Jackson County,OK,275.9889604
Bethel Census Area,AK,275.93197430000004
Burleigh County,ND,275.8402388
Franklin County,KS,275.8352758
Douglas County,GA,275.7022709
Bradley County,AR,275.58005160000005
Washington County,OK,275.3165171
Montour County,PA,275.06606980000004
Weld County,CO,274.29249219999997
Rockingham County,NC,274.2767583
Yell County,AR,274.0602019
Tom Green County,TX,274.0226525
Coles County,IL,273.7583105
Meriwether County,GA,273.1725697
Decatur County,KS,273.03754269999996
Garfield County,OK,273.0178104
Twin Falls County,ID,272.6465475
Choctaw County,OK,272.515786
Josephine County,OR,272.4893765
Person County,NC,272.43100110000006
Clallam County,WA,272.43057860000005
Malheur County,OR,272.3186456
Goshen County,WY,271.8189833
Yolo County,CA,271.7590533
Taylor County,GA,271.73913039999996
Cherokee County,KS,271.71322339999995
Warren County,PA,271.49321269999996
Highlands County,FL,271.47188989999995
Telfair County,GA,271.2313905
Monongalia County,WV,270.84107400000005
Hill County,TX,269.9365362
Fayette County,WV,269.74275750000004
Flathead County,MT,269.69527660000006
Marshall County,OK,268.95171380000005
Kitsap County,WA,268.93151889999996
St. Francois County,MO,268.8212641
Preston County,WV,268.7616291
Woodward County,OK,268.6018567
McKenzie County,ND,268.4131415
Randolph County,AL,268.4032208
Comal County,TX,268.3997299
Conway County,AR,268.2984232
Otero County,NM,268.2272616
White County,IL,268.0596605
Galveston County,TX,267.9427085
Mason County,WA,267.78187349999996
Caswell County,NC,267.35661919999995
Benton County,AR,267.1757334
Essex County,VA,267.1653754
Howard County,IN,267.037216
Salem County,NJ,267.0104042
Osage County,OK,266.7389085
Ottawa County,OK,266.7080167
Cape May County,NJ,265.9102996
Clear Creek County,CO,265.7513011
Marshall County,MS,265.6442558
Phelps County,MO,265.58350260000003
Dare County,NC,265.5701191
Wayne County,WV,265.4632333
Santa Clara County,CA,265.4076897
Warrick County,IN,265.360612
Monroe County,MI,265.3348939
Wright County,MO,265.2519894
Cobb County,GA,264.2256585
Whitfield County,GA,264.2187576
Carbon County,PA,263.9459142
Haywood County,NC,263.5892064
St. Clair County,MO,263.518499
Chambers County,TX,263.5010323
Worth County,GA,263.0219342
Lauderdale County,AL,262.9395347
Delta County,MI,262.837014
Linn County,KS,262.7154267
Martin County,FL,262.4567806
Warren County,NC,262.454435
Barbour County,WV,262.37328560000003
Hartley County,TX,262.295082
Delaware County,IN,262.16335840000005
Sequoyah County,OK,262.0214469
Lumpkin County,GA,261.9833107
Callaway County,MO,261.502739
Starr County,TX,261.446347
Butte County,SD,261.374637
Madison County,IN,261.3387287
Le Flore County,OK,261.18053599999996
Harrison County,WV,260.97546830000005
Page County,IA,260.9304398
Bennett County,SD,260.7184241
Sandoval County,NM,260.6626396
Wexford County,MI,260.3767805
Shoshone County,ID,260.0472813
Wayne County,TN,259.7555936
Garvin County,OK,259.7497622
Polk County,MN,259.7484874
Lehigh County,PA,259.65102
Monroe County,IN,259.35949480000005
Chase County,KS,259.25925930000005
St. Clair County,MI,259.2401025
Cherry County,NE,259.1568763
Christian County,KY,258.875241
Cameron County,TX,258.8214994
DeKalb County,IL,258.7334473
Washington County,MD,258.71059180000003
Covington County,AL,258.67074909999997
Clinton County,IN,258.2330781
Silver Bow County,MT,257.79914840000004
Oneida County,NY,257.7220284
Union County,FL,257.6638478
Macon County,MO,257.3340196
Flagler County,FL,257.11312979999997
Logan County,IL,256.97503670000003
Smith County,TN,256.8942015
Frederick County,MD,256.8255533
Maui County,HI,256.5511042
Candler County,GA,256.0117034
Kalkaska County,MI,255.8734589
Snyder County,PA,255.86353939999998
Morgan County,AL,254.6186147
Harnett County,NC,254.42646040000002
Sumner County,KS,254.33427999999998
Pope County,AR,254.20883500000002
Grayson County,TX,254.1825701
Blair County,PA,254.1286002
Fremont County,CO,254.0311296
Van Buren County,AR,253.95700449999998
Franklin County,WA,253.9301461
Lincoln County,NM,253.66824169999998
Lowndes County,MS,253.6630954
Johnson County,TX,253.3821999
Newton County,MO,253.2075792
Uintah County,UT,253.12895509999998
Franklin County,MS,252.17500950000002
Fergus County,MT,252.15198680000003
Westchester County,NY,251.85744869999996
Benton County,TN,251.6881522
Hampton city,VA,251.6477809
Autauga County,AL,251.6019259
Marion County,WV,251.4595203
Fentress County,TN,251.270311
Clay County,SD,251.1661285
Heard County,GA,250.9084617
Chemung County,NY,250.8304522
Bedford County,PA,250.7389665
Franklin County,NC,250.56215869999997
Kanabec County,MN,250.06251559999998
Newaygo County,MI,249.9947918
Saline County,AR,249.99125899999999
Scott County,TN,249.82966159999998
Ogemaw County,MI,249.5996986
York County,PA,249.22260319999995
Roane County,TN,248.83593790000003
Park County,MT,248.6927688
Woodson County,KS,248.37007140000003
Chester County,TN,248.25356499999998
Racine County,WI,248.1529525
Carroll County,AR,248.13003450000002
Wake County,NC,248.0783423
Erie County,PA,247.9539341
Osage County,KS,247.8007682
Codington County,SD,247.7291495
Carbon County,WY,247.65049530000002
Fort Bend County,TX,247.560798
Nevada County,CA,247.45417519999998
Ray County,MO,247.40657149999998
Mercer County,IL,247.249351
Washington County,GA,246.6627974
Lee County,AL,246.46697540000002
Marshall County,WV,246.46477090000002
Stone County,AR,246.4033066
Park County,WY,246.34755530000004
Aransas County,TX,246.3458696
Adams County,MS,246.1826114
Bent County,CO,246.13220819999998
Crawford County,IL,246.090746
Pittsburg County,OK,246.06849649999998
Screven County,GA,245.7865169
San Jacinto County,TX,245.7551385
Johnson County,GA,245.72540189999998
Clay County,NC,245.6538171
Marion County,MO,245.6407418
Cleburne County,AR,245.26979680000002
Haskell County,OK,245.1731535
Gila County,AZ,245.03798089999998
Wagoner County,OK,244.3857332
Ashley County,AR,244.3264577
El Dorado County,CA,244.30908399999998
Mackinac County,MI,244.100895
Carson City,NV,244.08284019999996
Collier County,FL,244.0805319
Maries County,MO,243.95653140000002
Moore County,TX,243.8914232
Jackson County,IN,243.868771
St. Louis County,MN,243.8416276
Allen County,KS,243.82810120000002
Hillsborough County,NH,243.5734
Holmes County,FL,243.44474309999998
Florence County,WI,243.3628319
Hampshire County,MA,243.1138625
Franklin Parish,LA,243.06061929999998
Johnson County,IA,242.8946139
Berkeley County,WV,242.85688
Lincoln County,SD,242.6892374
Blue Earth County,MN,242.64436580000003
Linn County,MO,242.56144890000002
Pike County,MS,242.4151547
Pottawatomie County,KS,242.3868494
Pawnee County,OK,242.23339190000002
Charlotte County,FL,242.20571099999998
Saguache County,CO,241.6237113
Haskell County,KS,241.4875634
Douglas County,IL,241.36370490000002
Hawkins County,TN,241.1971831
Beltrami County,MN,240.8583315
Osceola County,MI,240.76701490000002
Elmore County,ID,240.7336645
Esmeralda County,NV,240.3846154
Caldwell Parish,LA,240.26429069999998
Palo Pinto County,TX,240.2380867
Riley County,KS,240.0721543
Edwards County,IL,239.8081535
Freestone County,TX,239.23444980000002
Lyon County,IA,239.0710383
Cleveland County,NC,239.05942480000002
Hickman County,TN,239.0077059
Rock County,WI,238.8965963
Buncombe County,NC,238.79441090000003
Tooele County,UT,238.63598959999996
Carroll County,TN,238.4877074
Yankton County,SD,237.9273881
Beadle County,SD,237.83185840000002
Lawrence County,IN,237.76284790000003
Wells County,ND,237.7555873
Cullman County,AL,237.59141699999998
Converse County,WY,237.5462866
Honolulu County,HI,237.53621260000003
Siskiyou County,CA,237.4483436
Sullivan County,NY,237.3964651
Neosho County,KS,237.3706634
Manistee County,MI,237.2188139
Jackson County,NC,237.0536914
Laramie County,WY,236.9297248
Baker County,FL,236.92296299999998
Union County,NC,236.89108650000003
Cascade County,MT,236.69644590000001
Johnson County,IL,236.64904950000002
Blaine County,OK,236.6255144
Lane County,OR,236.3760906
Tazewell County,IL,236.15348509999998
Aleutians West Census Area,AK,235.8918527
Marion County,OR,235.7747193
Polk County,OR,235.69549700000002
Bannock County,ID,235.43826349999998
San Mateo County,CA,235.35771290000002
Sheridan County,KS,235.01762630000002
Trumbull County,OH,234.93281409999997
Itasca County,MN,234.8345185
Wilkes County,NC,234.7043739
Talbot County,MD,234.6365769
St. Mary's County,MD,234.41846890000002
Payette County,ID,234.40955330000003
Murray County,GA,234.29342709999997
Kane County,UT,234.1597796
Walla Walla County,WA,233.4957164
Van Buren County,TN,232.8497224
Golden Valley County,MT,232.8288708
Windham County,VT,232.5740475
Lane County,KS,232.5581395
Nome Census Area,AK,232.5111201
Colonial Heights city,VA,232.50538730000002
Henry County,IA,232.4201365
Loudon County,TN,231.9219791
Lackawanna County,PA,231.8504565
Jones County,TX,231.6330127
Johnson County,IN,231.55941869999998
Mower County,MN,231.3931904
Graham County,KS,231.39220980000002
Deschutes County,OR,231.3894212
Cooke County,TX,231.36714590000003
Lincoln County,MT,231.24357659999998
Fayette County,PA,231.1128231
Morgan County,IL,230.9863975
Garrett County,MD,230.85416040000004
Adams County,WA,230.7651964
Fayette County,AL,230.64640130000004
McKean County,PA,230.3450522
Dade County,GA,230.2053674
Eastland County,TX,230.2000548
Montezuma County,CO,230.0912565
Chautauqua County,NY,229.18545240000003
Vigo County,IN,229.01256800000002
Sherman County,KS,228.9452167
Payne County,OK,228.9226722
Wapello County,IA,228.8717471
Clark County,IL,228.64911630000003
Jefferson County,KS,228.5653537
Kaufman County,TX,228.4282662
Keweenaw County,MI,228.20629849999997
Wichita County,KS,228.1021898
Baldwin County,AL,228.086325
Butler County,KS,227.95313280000002
Shiawassee County,MI,227.8664731
Livingston County,IL,227.8321898
Dutchess County,NY,227.6738202
Jones County,MS,227.66491209999998
Klamath County,OR,227.58306780000004
Grand Forks County,ND,226.9474841
Calaveras County,CA,226.88981239999998
Madison County,IL,226.7751894
Thomas County,KS,226.47206839999998
Cambria County,PA,226.33613050000002
Jefferson County,CO,226.16972149999998
Asotin County,WA,226.14201719999997
Poweshiek County,IA,225.79431209999998
Larimer County,CO,225.6414801
Waller County,TX,225.59883219999998
Northumberland County,PA,225.3497173
Cass County,IL,225.15761030000002
Cannon County,TN,225.04537209999998
Calhoun County,WV,224.7488102
Bossier Parish,LA,224.5140241
Pender County,NC,224.09368560000001
Boyle County,KY,224.03750040000003
Mercer County,PA,223.96805419999998
Gilmer County,GA,223.9406557
Gladwin County,MI,223.59078959999997
Covington city,VA,223.4444826
Wilcox County,GA,223.21428569999998
Boone County,WV,222.91941880000002
Benton County,WA,222.7811324
Morton County,KS,222.7171492
Vernon Parish,LA,222.4080903
Sanilac County,MI,222.365684
Fond du Lac County,WI,222.0082909
Burnett County,WI,221.74395099999998
Terrell County,TX,221.48394240000002
Gwinnett County,GA,221.22555
Boise County,ID,220.75055189999998
Hawaii County,HI,220.6256125
Winchester city,VA,220.4585538
Dane County,WI,220.2224188
Barton County,MO,219.9592668
Rush County,KS,219.7112367
Russell County,VA,219.36031699999998
Milam County,TX,219.3073199
Clare County,MI,219.17628969999998
Live Oak County,TX,219.09496919999998
Creek County,OK,218.53270899999998
Rich County,UT,218.53146850000002
Walker County,GA,218.4814804
Orange County,CA,217.9900031
Harrisonburg city,VA,217.9200311
New Madrid County,MO,217.8056085
Bibb County,AL,217.66169150000002
Wheeler County,OR,217.23388849999998
Cook County,GA,216.805344
Kingman County,KS,216.7261601
Canyon County,ID,216.72340359999998
Pickens County,AL,216.4836864
Douglas County,WI,216.46501239999998
Richland County,IL,216.28970460000002
Dunn County,ND,216.24219130000003
San Saba County,TX,216.2341983
Polk County,WI,216.21124300000002
St. Bernard Parish,LA,216.18140840000004
Nevada County,AR,215.9336288
Lebanon County,PA,215.5204228
Colusa County,CA,215.3759715
Anderson County,KS,215.2716221
Pulaski County,IN,215.26870150000002
Adair County,MO,215.0789926
Big Horn County,MT,214.6909983
Powell County,MT,214.5002145
Isabella County,MI,214.37901069999998
Simpson County,KY,213.56713309999998
Runnels County,TX,213.405762
Hale County,TX,212.50419419999997
Lyon County,KS,211.8770516
Sedgwick County,CO,211.86440679999998
Dawson County,MT,211.75224989999998
Middlesex County,MA,211.2954517
Ketchikan Gateway Borough,AK,211.23169930000003
Tyler County,WV,211.22846030000002
Okanogan County,WA,211.20093219999998
Thurston County,WA,211.13770449999998
Blount County,AL,210.8100636
Clark County,WA,210.6724168
Grant County,ND,210.3491796
Cumberland County,IL,210.25687909999996
Piscataquis County,ME,210.2312544
Onslow County,NC,210.02051609999998
Dent County,MO,209.7902098
Baker County,GA,209.51810840000002
Jefferson County,WA,209.46934430000002
Custer County,MT,209.18751569999998
Pulaski County,VA,208.65331669999998
Zapata County,TX,208.47810980000003
Pamlico County,NC,208.4459199
Nowata County,OK,208.4320227
Iosco County,MI,208.4234535
New London County,CT,208.2801386
Spotsylvania County,VA,208.0912146
Washington County,TX,207.9245615
Whatcom County,WA,207.8961779
Dinwiddie County,VA,207.8555046
Brantley County,GA,207.741089
Belknap County,NH,207.7136543
Camden County,MO,207.46887969999997
Brooks County,TX,207.2682051
Henderson County,KY,207.13314780000002
Stearns County,MN,207.1114852
Morton County,ND,206.96792
Crowley County,CO,206.68921459999999
Ada County,ID,206.5004418
Lewis County,WA,206.4437075
Oakland County,MI,206.391478
Marion County,OH,206.357636
Weber County,UT,206.2728755
Teller County,CO,206.2298604
Wabash County,IL,205.74367769999998
Lenawee County,MI,205.6700407
Polk County,TX,205.2849967
Johnson County,AR,205.0607444
Brule County,SD,204.9944092
Logan County,CO,204.8997773
Roberts County,SD,204.85806259999998
Pushmataha County,OK,204.7538503
Roane County,WV,204.6943231
Comanche County,KS,204.6035806
Murray County,OK,204.2007001
Schuylkill County,PA,204.192758
Fayette County,TN,204.1871285
Brown County,IL,204.08163269999997
Amelia County,VA,204.00156919999998
St. Clair County,AL,203.9208416
Branch County,MI,203.8992875
Lincoln County,OK,203.7786382
Kiowa County,OK,203.4043464
Ellsworth County,KS,203.18849640000002
Montgomery County,NC,203.1119655
Humphreys County,TN,202.817519
Pine County,MN,202.7212754
Titus County,TX,202.57205119999998
Harrison County,MS,202.5445293
Greene County,NY,202.24950990000002
Clay County,KS,202.2364977
Coffey County,KS,202.0922492
Izard County,AR,201.9748654
Jefferson County,MO,201.9006667
Bedford city,VA,201.7484869
Van Buren County,IA,201.72135559999998
Hays County,TX,201.67475259999998
Carroll County,OH,201.5915119
Strafford County,NH,201.4559405
Ravalli County,MT,200.8671582
Greene County,PA,200.856282
Allegan County,MI,200.8335481
Snohomish County,WA,200.8277105
Catoosa County,GA,200.57876930000003
Owyhee County,ID,200.488145
McCracken County,KY,200.3885396
Richland County,OH,200.37282480000002
McDonough County,IL,200.2217841
Crawford County,MO,199.6495946
Lunenburg County,VA,199.5689311
Kenosha County,WI,199.0975041
Swift County,MN,199.0362455
Cochran County,TX,198.93899199999998
Taylor County,KY,198.791026
White County,AR,198.7691602
Moore County,NC,198.71815869999998
Kenton County,KY,198.59634069999998
Warren County,KY,198.5300329
Ventura County,CA,198.18489319999998
Walsh County,ND,198.1268012
Stoddard County,MO,198.11954330000003
Miami County,KS,197.9594944
Wilson County,KS,197.693575
Beaver County,OK,197.6284585
Linn County,IA,197.120924
Archuleta County,CO,196.8181073
Pinal County,AZ,196.481315
Mahaska County,IA,196.27960919999998
Grays Harbor County,WA,195.5598075
Washington County,PA,195.4794771
Ness County,KS,195.2489424
Mineral County,NV,195.0585176
Bremer County,IA,194.9317739
Gilchrist County,FL,194.90874730000002
Tuolumne County,CA,194.89920930000002
Otsego County,MI,194.78635669999997
Muskingum County,OH,194.7648156
Herkimer County,NY,194.76168959999998
Sussex County,VA,194.7502117
Logan County,AR,194.7287383
Cherokee County,NC,194.72407969999998
Northampton County,PA,194.46881330000002
Skagit County,WA,194.383904
Berrien County,GA,194.2461151
Austin County,TX,194.1276389
Clark County,KY,193.7440332
Cherokee County,OK,193.68140449999999
Guadalupe County,TX,193.4587207
Cleburne County,AL,193.4106976
Fannin County,TX,193.11328319999998
Braxton County,WV,193.076817
Cumberland County,VA,193.06981000000002
Edgefield County,SC,192.91874719999998
Macon County,GA,192.7332429
Wright County,IA,192.7227875
Coosa County,AL,192.6959075
Pickens County,GA,192.6717144
Cooper County,MO,192.66730890000002
Ross County,OH,192.5298421
Juneau County,WI,192.11210309999998
Queen Anne's County,MD,191.68538859999998
Dodge County,MN,191.6556096
Refugio County,TX,191.6495551
Hamilton County,KS,191.64430819999998
Roscommon County,MI,191.5549263
Davidson County,NC,191.5310244
Dukes County,MA,191.2378303
Marion County,MS,190.9854851
Caribou County,ID,190.95182140000003
Rabun County,GA,190.9454881
Hillsdale County,MI,190.88523030000002
Calhoun County,AR,190.8032818
Redwood County,MN,190.5487805
Franklin County,VT,190.4998551
Howard County,MD,190.4261606
Columbia County,AR,190.3658335
Pierce County,WI,190.35532990000002
Cattaraugus County,NY,190.1333469
Accomack County,VA,190.0567153
Brown County,SD,189.93853380000002
Rains County,TX,189.7876186
Marin County,CA,189.65417140000002
Winnebago County,WI,189.3347332
Koochiching County,MN,189.30789040000002
Butte County,ID,189.2505678
Floyd County,IN,188.8673207
Falls County,TX,188.6468873
Lincoln County,NE,188.62167490000002
Sampson County,NC,188.6204209
Crane County,TX,188.5606537
Dawson County,TX,188.26937
Warren County,NY,188.2547408
Hettinger County,ND,187.9699248
Cass County,MO,187.79622619999998
Sawyer County,WI,187.73087869999998
Natrona County,WY,187.7168933
Okmulgee County,OK,187.6362899
Franklin County,MO,187.59330559999998
Wheatland County,MT,187.4414246
Moody County,SD,187.38288569999997
Lawrence County,OH,187.3475782
Haskell County,TX,187.2340426
Monroe County,IA,187.21917119999998
White County,GA,187.0705472
Churchill County,NV,187.00910109999998
Bonneville County,ID,186.9471804
Gallatin County,MT,186.8665541
Campbell County,KY,186.83782480000002
Marshall County,AL,186.7876741
Van Zandt County,TX,186.7342467
Erie County,OH,186.7241742
Blanco County,TX,186.5149678
Floyd County,IA,186.4280388
Coos County,OR,186.2496387
Menard County,TX,186.21973930000001
Gooding County,ID,185.67639259999999
McIntosh County,OK,185.4291709
Montcalm County,MI,185.40527690000002
Lafourche Parish,LA,185.2976601
Carroll County,NH,185.2670583
Placer County,CA,185.130231
Norfolk County,MA,185.0823347
Box Elder County,UT,185.0612277
Coryell County,TX,185.0587988
St. Tammany Parish,LA,184.8695803
Montgomery County,MD,184.719434
Sandusky County,OH,184.6983261
Taos County,NM,184.65264109999998
Mecklenburg County,VA,184.560555
Valdez-Cordova Census Area,AK,184.36955849999998
Henry County,GA,184.248418
Cameron County,PA,184.1997544
Lee County,NC,184.1834534
Cherokee County,IA,184.1774801
Lincoln County,CO,184.16206259999998
Perquimans County,NC,183.810014
Stafford County,KS,183.5283322
Adams County,NE,183.4862385
Lampasas County,TX,182.9690436
Bee County,TX,182.93240649999998
Routt County,CO,182.8775571
Scott County,AR,182.64840180000002
Carroll County,MD,182.61679119999997
Beauregard Parish,LA,182.48679740000003
Whiteside County,IL,182.4278541
Ward County,ND,182.3797617
Sevier County,UT,182.2367159
Fairbanks North Star Borough,AK,182.20558369999998
Alpena County,MI,182.18693069999998
La Plata County,CO,182.04339009999998
Nassau County,NY,182.0069726
Union County,IL,181.99397150000001
Lake County,OH,181.8521951
Otero County,CO,181.7890178
Jefferson County,NY,181.58388
Lycoming County,PA,181.5783613
Mountrail County,ND,181.31399319999997
Walworth County,SD,181.02824040000002
Marshall County,IL,181.0252613
Mohave County,AZ,180.7614638
Menominee County,MI,180.74061619999998
Upson County,GA,180.6820748
Hamilton County,TX,180.5054152
Phillips County,KS,180.5054152
Clay County,TN,180.0874711
Morgan County,GA,179.96738090000002
Stanly County,NC,179.7641626
Rogers County,OK,179.68644719999998
Teton County,WY,179.62996230000002
Johnston County,NC,179.2467143
Burke County,NC,179.2034906
Macoupin County,IL,179.18088740000002
Cayuga County,NY,178.66804230000002
Kimble County,TX,178.5315778
Sevier County,AR,178.50973169999997
McIntosh County,GA,178.4821875
Alamosa County,CO,178.4285978
Gage County,NE,178.37541159999998
Webster County,MO,178.2482312
Douglas County,MO,177.5804661
Barbour County,AL,177.2787709
Henrico County,VA,177.0183704
Unicoi County,TN,176.9715739
Montrose County,CO,176.8476899
Shelby County,AL,176.8047801
Monmouth County,NJ,176.59988059999998
Staunton city,VA,176.5913758
Rutland County,VT,176.5035796
Cass County,IA,176.4965436
Delaware County,OK,176.42651709999998
La Salle County,TX,176.41471030000002
Neshoba County,MS,176.22936930000003
Henderson County,NC,176.1913456
Comanche County,TX,176.1726492
Taliaferro County,GA,176.1597181
Montgomery County,KY,176.14032509999998
Fulton County,IL,176.0854014
Davie County,NC,175.67502530000002
Fayette County,IA,175.5926251
Coleman County,TX,175.5823481
Dallas County,MO,175.38554580000002
Audrain County,MO,175.3633919
Washington County,MO,174.7973939
Noble County,OK,174.7335314
Grand Traverse County,MI,174.4696456
Kosciusko County,IN,174.4417224
Eaton County,MI,174.43792230000003
Hopkins County,TX,174.3286939
Palo Alto County,IA,174.1970604
Guernsey County,OH,174.0841659
Wheeler County,TX,173.882803
Millard County,UT,173.748223
Oneida County,WI,173.7229959
Columbia County,WA,173.61111110000002
Christian County,MO,173.05529119999997
Bulloch County,GA,172.71884740000002
Iowa County,WI,172.638848
Towner County,ND,172.63703059999997
Hall County,GA,172.57450269999998
Wise County,VA,172.4605189
Fayette County,IL,172.25747959999998
Jersey County,IL,172.2538757
Kandiyohi County,MN,172.1292148
Deaf Smith County,TX,172.08113889999998
Montgomery County,PA,171.7185146
White County,IN,171.66680290000002
Ottawa County,MI,171.6165324
Caldwell County,KY,171.56671609999998
Eagle County,CO,171.5592833
Washita County,OK,171.2622024
Burnet County,TX,171.1430071
Newport County,RI,171.1227351
Huntingdon County,PA,170.7007485
Charlotte County,VA,170.6623324
Harper County,KS,170.6484642
Monroe County,WV,170.58518130000002
Costilla County,CO,170.5514497
La Crosse County,WI,170.5037142
Montgomery County,TX,170.4942731
Stutsman County,ND,170.4545455
Beaver County,UT,170.30500080000002
Emmet County,IA,170.0680272
Brown County,KS,170.05101530000002
Sheboygan County,WI,169.6803049
Prairie County,MT,169.6352841
Halifax County,VA,169.4867377
Martin County,TX,169.4277108
Carter County,TN,169.1722767
Perry County,IL,169.05012109999998
Daviess County,KY,169.01179009999998
Boulder County,CO,169.0060894
Lincoln County,MO,168.956554
Olmsted County,MN,168.8713763
Columbia County,NY,168.6936684
Lavaca County,TX,168.5307186
Washington County,UT,168.47090659999998
Randolph County,MO,168.40417
Bartholomew County,IN,168.36920600000002
Kennebec County,ME,168.3668416
Kenai Peninsula Borough,AK,167.9878209
Tazewell County,VA,167.7890393
Pocahontas County,IA,167.73832819999998
Stanley County,SD,167.72895
Will County,IL,167.6847351
Phillips County,MT,167.5041876
Virginia Beach city,VA,167.4548864
Duchesne County,UT,167.4217057
Forrest County,MS,167.40419680000002
Grainger County,TN,167.3861334
Oscoda County,MI,167.08437759999998
Orange County,IN,166.8942497
Medina County,TX,166.67018290000001
Stark County,ND,166.59577480000002
Middlesex County,NJ,166.36124880000003
Baylor County,TX,166.0210293
Lancaster County,PA,165.9743202
Tuscola County,MI,165.85887250000002
Karnes County,TX,165.7715006
Boyd County,KY,165.6916091
Plaquemines Parish,LA,165.6050955
Randolph County,NC,165.5245937
Coweta County,GA,165.1899685
Atchison County,MO,165.1679207
Northampton County,VA,164.9484536
Nottoway County,VA,164.8386483
Lyon County,MN,164.7898929
Perry County,PA,164.6108599
Alexandria city,VA,164.5488005
LaPorte County,IN,164.44855819999998
Carroll County,MO,164.34754030000002
McClain County,OK,164.3340363
Lake County,CO,164.2485628
Acadia Parish,LA,163.97659309999997
Marquette County,MI,163.9586411
Seneca County,NY,163.8001638
Madison County,KY,163.57051059999998
Franklin County,GA,163.5694489
Langlade County,WI,163.4738186
Jessamine County,KY,163.4345166
Fremont County,WY,163.422606
Miller County,MO,163.39869280000002
Chattooga County,GA,163.0996897
Texas County,OK,163.03609440000002
Kane County,IL,162.89724109999997
Bryan County,GA,162.8615375
Appling County,GA,162.68980480000002
Oswego County,NY,162.5882062
Montgomery County,IN,162.4014459
McDowell County,NC,162.3629368
Chester County,PA,162.32619119999998
Johnson County,WY,162.26240149999998
Searcy County,AR,162.03415180000002
Dubuque County,IA,161.9695497
