,State_ab,City,Zip_Code,Lat,Lon,Mean,Median,Stdev
0,AL,Chickasaw,36611,30.77145,-88.079697,38773,30506,33101
1,AL,Louisville,36048,31.708515999999996,-85.611039,37725,19528,43789
2,AL,Columbiana,35051,33.191452000000005,-86.61561800000001,54606,31930,57348
3,AL,Satsuma,36572,30.874343,-88.009442,63919,52814,47707
4,AL,Dauphin Island,36528,30.250913,-88.17126800000001,77948,67225,54270
5,AL,Cullman,35057,34.045414,-86.88266999999999,50715,42643,35886
6,AL,East Brewton,36426,31.091440000000002,-87.05534499999999,33737,23610,28256
7,AL,Coosada,36020,32.544337,-86.336446,46319,40242,38941
8,AL,Eva,35621,34.326504,-86.76531800000001,57994,39591,47235
9,AL,Sylacauga,35151,33.168096999999996,-86.442774,54807,41712,51359
10,AL,Rainsville,35986,34.457329,-85.689447,47929,38947,44430
11,AL,Gadsden,35901,34.009563,-86.01564300000001,42251,28811,41397
12,AL,Georgiana,36033,31.639134000000002,-86.746762,27993,19757,27656
13,AL,Rockford,35136,33.060835,-86.05233299999999,31229,22745,27452
14,AL,Greensboro,36744,32.700967999999996,-87.5937,36439,21136,45043
15,AL,Guin,35563,33.944319,-87.870368,56934,39047,53934
16,AL,Hartford,36344,31.105348,-85.691225,41057,21608,45280
17,AL,Helena,35080,33.285635,-86.874488,93682,300000,55763
18,AL,Hokes Bluff,35903,33.989682,-85.862873,57202,46738,44401
19,AL,Opp,36467,31.238158000000002,-86.32510400000001,49699,34049,48287
20,AL,Attalla,35954,34.0372,-86.147175,51926,300000,28590
21,AL,Millport,35576,33.580890999999994,-87.986179,44572,34725,36562
22,AL,Section,35771,34.545063,-86.09335,56029,31635,62581
23,AL,Andalusia,36420,31.24398,-86.46015,51098,43794,32431
24,AL,Lockhart,36455,31.013011,-86.350273,45465,36849,45634
25,AL,Mcintosh,36553,31.264957,-88.028369,67392,48713,54529
26,AL,Maplesville,36750,32.788282,-86.876651,43767,30427,38304
27,AL,Fairfield,35064,33.455197,-86.92263299999999,48074,39817,37964
28,AL,Mobile,36606,30.668426,-88.100226,53330,38231,50855
29,AL,Moulton,35650,34.488302000000004,-87.28270699999999,42079,28180,39942
30,AL,Muscle Shoals,35661,34.743691999999996,-87.633774,60729,49109,48170
31,AL,Newbern,36765,32.591671999999996,-87.535614,32466,17389,31851
32,AL,Northport,35476,33.257975,-87.59647,62410,54115,47114
33,AL,Opelika,36801,32.660739,-85.37889,55199,40430,48856
34,AL,Panola,35477,32.946819,-88.262264,22603,6190,29054
35,AL,Ozark,36867,32.461669,-85.025021,86605,79218,52491
36,AL,Deatsville,36022,32.579539000000004,-86.454318,63066,57698,41175
37,AL,Prattville,36067,32.461908,-86.457385,53597,39054,39602
38,AL,Red Bay,35582,34.436097,-88.136515,39220,29055,33077
39,AL,Andalusia,36421,31.352396999999996,-86.544609,39218,25895,48015
40,AL,Cleveland,35049,33.992756,-86.500325,55127,44609,39231
41,AL,Satsuma,36572,30.854581,-88.10992900000001,59567,52275,43545
42,AL,Shelby,35143,33.106882,-86.585403,63758,45844,53244
43,AL,Smiths Station,36877,32.534662,-85.11134100000001,57098,45637,48651
44,AL,Phil Campbell,35581,34.39287,-87.729597,72297,300000,21067
45,AL,Sumiton,35148,33.749269,-87.046903,51907,39657,46146
46,AL,Tallassee,36078,32.532665,-85.891993,55849,50493,42845
47,AL,Mobile,36619,30.581533,-88.21278000000001,55230,47636,45298
48,AL,Tuscaloosa,35406,33.234404,-87.5283,55815,38843,54867
49,AL,Valley,36854,32.828953000000006,-85.169386,49554,39263,40901
50,AL,Vincent,35178,33.383145,-86.40254399999999,0,0,0
51,AL,Camp Hill,36850,32.730078000000006,-85.570999,71026,60438,56646
52,AL,Cullman,35057,34.23873,-86.964075,58314,49030,50015
53,AL,Woodland,36280,33.375627,-85.397439,48217,33446,42907
54,AL,Wadley,36276,33.091627,-85.527029,14741,11398,10903
55,AL,Aliceville,35442,33.123686,-88.159364,28347,20997,28311
56,AL,Odenville,35120,33.691576,-86.503766,242857,300000,25317
57,AL,Auburn,36830,32.607721999999995,-85.48954499999999,59694,38029,60946
58,AL,Bayou La Batre,36509,30.407586,-88.263271,50047,35147,43788
59,AL,Bessemer,35022,33.370789,-86.97159599999999,41239,29150,38565
60,AL,Boligee,35443,32.7681,-88.02857900000001,32777,12379,58584
61,AL,Brilliant,35548,34.025353,-87.769145,33353,25776,27149
62,AL,Calera,35040,33.122319,-86.745644,65576,64695,38729
63,AL,Carrollton,35447,33.261903000000004,-88.09507099999999,41709,27321,44007
64,AL,Moody,35004,33.5467968,-86.4306179,45862,32942,40674
65,AL,Odenville,35120,33.71717279999999,-86.3824822,62222,56867,43036
66,AL,Hoover,35242,33.4073199,-86.7204009,90262,71401,66042
67,AL,Birmingham,35242,33.4007267,-86.6925733,92018,74570,65160
68,AL,Chelsea,35043,33.3567902,-86.6754096,78399,71839,54844
69,AL,Maylene,35114,33.23323619999999,-86.8499076,85122,75896,58979
70,AL,Ohatchee,36271,33.768762100000004,-86.0372827,66000,54091,47663
71,AL,Panola,35477,32.863881,-88.2623312,34064,28981,28466
72,AL,Talladega,35160,33.4548311,-86.0680822,38882,27264,45128
73,AL,Sylacauga,35150,33.148514399999996,-86.2131565,40948,31044,36118
74,AL,Dadeville,36853,32.887890000000006,-85.69518670000001,48421,35722,44616
75,AL,Northport,35475,33.3231423,-87.56611529999999,77977,74807,59517
76,AL,Holt,35404,33.2435354,-87.4825444,37965,29413,34880
77,AL,Tuscaloosa,35401,33.2031136,-87.5527647,24931,12361,34393
78,AL,Tuscaloosa,35404,33.180726799999995,-87.4937929,60252,45803,55310
79,AL,Holt,35404,33.218458500000004,-87.495102,53301,40174,43882
80,AL,Nauvoo,35578,33.9445989,-87.46468759999999,40072,29226,37412
81,AL,Lanett,36863,32.8580358,-85.2066713,35951,23009,38779
82,AL,Millry,36558,31.625663300000003,-88.3415656,48623,40342,41443
83,AL,Arley,35541,34.096441799999994,-87.2271905,49046,36818,42393
84,AL,Prattville,36067,32.4740243,-86.45970329999999,58180,51927,40722
85,AL,Elmore,36025,32.4473511,-86.4768097,41464,35150,30951
86,AL,Marbury,36051,32.638522200000004,-86.51487309999999,59061,300000,36002
87,AL,Perdido,36562,31.110476199999997,-87.7868713,55216,43407,52450
88,AL,Bay Minette,36507,30.896961199999996,-87.7737368,36474,24377,31702
89,AL,Daphne,36526,30.6478335,-87.8437739,107603,97539,63498
90,AL,Loxley,36551,30.611477100000002,-87.7725676,50583,41882,37860
91,AL,Robertsdale,36567,30.5641292,-87.6870074,69996,300000,37937
92,AL,Clanton,35045,32.8695805,-86.6588881,56638,41768,48428
93,AL,Fairhope,36532,30.5408065,-87.89161800000001,67864,52050,64026
94,AL,Foley,36535,30.380275899999997,-87.7703177,71445,58784,51329
95,AL,Gulf Shores,36547,30.269628499999996,-87.637277,65583,300000,59906
96,AL,Foley,36535,30.3798842,-87.6650569,49212,300000,21308
97,AL,Pensacola,32506,30.4111645,-87.4511185,57395,46769,46123
98,AL,Clayton,36016,31.679443199999998,-85.5577196,56947,45615,47083
99,AL,Eufaula,36027,31.920409999999997,-85.17574090000001,43222,26304,47072
100,AL,Brent,35034,32.9533249,-87.00434659999999,67555,54574,61374
101,AL,Oneonta,35121,33.872392700000006,-86.45903220000001,34855,32407,21562
102,AL,Cleveland,35049,33.9974352,-86.544238,56385,49459,39388
103,AL,Gilbertown,36908,31.927592800000003,-88.33262950000001,53998,39956,48887
104,AL,Blountsville,35031,34.0336235,-86.63731779999999,47717,30660,46395
105,AL,Hayden,35079,33.9036637,-86.7813122,58684,47284,39926
106,AL,Union Springs,36089,32.082127299999996,-85.8274935,30765,25206,26768
107,AL,Greenville,36037,31.796828700000002,-86.6541421,30564,21911,23037
108,AL,Mckenzie,36456,31.575083000000003,-86.6086952,36333,27877,29844
109,AL,Anniston,36201,33.6421021,-85.8410233,27581,15743,28241
110,AL,Anniston,36207,33.634561700000006,-85.7901308,55336,41259,45442
111,AL,Oxford,36203,33.611132500000004,-85.87647270000001,54371,46871,46868
112,AL,Anniston,36201,33.613251500000004,-85.9253597,49509,48881,28239
113,AL,Jacksonville,36265,33.7661796,-85.7864612,46650,41809,29011
114,AL,Jackson,36545,31.357381699999998,-87.8407503,40352,30601,39286
115,AL,Jacksonville,36265,33.836968799999994,-85.7723498,33803,13029,35858
116,AL,Piedmont,36272,33.89526370000001,-85.5983598,35282,27332,29556
117,AL,Alexandria,36250,33.783775399999996,-85.9002899,72487,64034,45909
118,AL,Alexandria,36250,33.718819599999996,-85.9523544,0,0,0
119,AL,Lafayette,36862,32.866078200000004,-85.4616055,45966,300000,34017
120,AL,Lanett,36863,32.7766468,-85.27349170000001,38000,30130,30948
121,AL,Valley,36854,32.836280699999996,-85.17257629999999,44019,27057,50751
122,AL,Sand Rock,35983,34.1991534,-85.7578347,57239,43170,47243
123,AL,Spring Garden,36275,34.0861716,-85.5068892,51542,300000,60348
124,AL,Clanton,35045,32.8695805,-86.6588881,54388,37212,48573
125,AL,Jack,36346,31.537584399999997,-85.89840059999999,47550,35327,39518
126,AL,Jemison,35085,32.991045799999995,-86.8010803,40648,33316,32761
127,AL,Verbena,36091,32.7592425,-86.5260002,67265,46110,59481
128,AL,Butler,36904,32.065663300000004,-88.2128479,55952,40705,54619
129,AL,Thomasville,36784,31.792901300000004,-87.64251540000001,40451,36477,28494
130,AL,Robertsdale,36567,30.7200267,-87.6245437,64173,45281,57389
131,AL,Grove Hill,36451,31.617017399999998,-87.6979772,50714,38228,55570
132,AL,Jackson,36545,31.501161600000003,-87.87233379999999,40592,23781,37971
133,AL,Ashland,36251,33.178515600000004,-85.7815679,44628,35064,33198
134,AL,Heflin,36264,33.6989979,-85.57279720000001,31459,25199,32837
135,AL,Jack,36346,31.537584399999997,-85.89840059999999,51782,34974,43086
136,AL,Kinston,36453,31.2721909,-86.1506243,46792,30746,46019
137,AL,Enterprise,36330,31.3627415,-85.8358304,88951,84211,56279
138,AL,Enterprise,36330,31.3627415,-85.8358304,61449,49254,51536
139,AL,Sheffield,35660,34.7708294,-87.6799629,51659,42586,39138
140,AL,Tuscumbia,35674,34.740331899999994,-87.73377669999999,46357,300000,26728
141,AL,Muscle Shoals,35662,34.7242107,-87.6264192,72532,65185,55384
142,AL,Leighton,35646,34.774634000000006,-87.5053473,51460,38525,36757
143,AL,Tuscumbia,35674,34.6686652,-87.822804,44527,38139,36681
144,AL,Castleberry,36432,31.3411108,-87.0387457,31633,28982,24289
145,AL,Rockford,35136,32.9929287,-86.07387940000001,33042,23325,31099
146,AL,Andalusia,36421,31.442065500000002,-86.3998913,53559,300000,24136
147,AL,Andalusia,36421,31.344395799999997,-86.463852,58835,41801,49863
148,AL,Muscle Shoals,35661,34.7471222,-87.63984740000001,61868,56246,44831
149,AL,Opp,36467,31.357017100000004,-86.2401037,46327,31463,35525
150,AL,Opp,36467,31.1810184,-86.2787253,60141,43585,50751
151,AL,Luverne,36049,31.7244285,-86.3608435,40683,28886,35812
152,AL,Baileyton,35019,34.2616429,-86.5683185,61900,65528,43897
153,AL,Vinemont,35179,34.271500599999996,-86.8345066,53673,39630,49847
154,AL,Cullman,35055,34.1565069,-86.8940425,63213,300000,38851
155,AL,Cullman,35055,34.2012855,-86.8254882,37893,28850,37859
156,AL,Cullman,35055,34.117682,-86.7963608,44858,32959,41497
157,AL,Garden City,35070,33.9980493,-86.7870516,43726,28444,38686
158,AL,Ft Rucker,36362,31.4097368,-85.7458071,68310,59974,38238
159,AL,Evergreen,36401,31.4626914,-86.9984985,34206,16878,39063
160,AL,Ozark,36360,31.4833011,-85.64971390000001,65625,49674,60856
161,AL,Ozark,36360,31.4149425,-85.6413488,31645,31497,20477
162,AL,Daleville,36322,31.302155600000003,-85.7056542,58239,61815,49004
163,AL,Midland City,36350,31.3374977,-85.4657416,42703,33772,31328
164,AL,Selma,36703,32.552658799999996,-87.03526459999999,65458,45588,47564
165,AL,Selma,36701,32.4157042,-87.0280529,23614,15982,20480
166,AL,Orrville,36767,32.3256691,-87.21917950000001,30567,20489,27688
167,AL,Selma,36701,32.3277469,-86.8942838,26582,19843,18440
168,AL,Rainsville,36986,34.5326223,-85.86307959999999,47226,37458,34391
169,AL,Fyffe,35971,34.4340842,-85.96872330000001,41338,40569,19063
170,AL,Andalusia,36421,31.326445,-86.507274,42170,26135,46568
171,AL,Crossville,35962,34.2571822,-86.025488,50821,54135,34788
172,AL,Ft Payne,35967,34.3660315,-85.6964687,46422,40662,30381
173,AL,Fort Payne,35967,34.457495200000004,-85.635214,57662,300000,30695
174,AL,Deatsville,36022,32.6948549,-86.2223176,55257,50235,34870
175,AL,Eclectic,36024,32.6328834,-86.03459649999999,51818,50579,30368
176,AL,Wetumpka,36092,32.52013839999999,-86.17221009999999,81059,49903,70277
177,AL,Millbrook,36054,32.4977055,-86.38835949999999,57221,48383,41222
178,AL,East Brewton,36426,31.099257300000005,-86.9105903,42831,40855,32957
179,AL,Brewton,36426,31.190044,-87.0635248,63662,57710,42797
180,AL,Atmore,36504,31.071707300000003,-87.4897027,31072,23243,22228
181,AL,Highland Home,36041,31.949641999999997,-86.3651124,51077,47797,40234
182,AL,Gadsden,35901,34.03218629999999,-85.9730613,36536,23911,38627
183,AL,Gadsden,35901,34.0476407,-86.0342629,65909,49884,54872
184,AL,Gadsden,35904,34.0003469,-86.0427603,32898,19505,32387
185,AL,Gadsden,35901,33.9993815,-86.010319,42144,34726,33731
186,AL,Gadsden,35904,34.064083000000004,-86.06618279999999,31929,22709,23582
187,AL,Rainbow City,35906,33.9640619,-86.04183499999999,50735,39380,40435
188,AL,Glencoe,35905,33.918413,-85.91833249999999,55639,300000,47971
189,AL,Attalla,35954,34.1470152,-86.0149509,59416,46048,45916
190,AL,Gadsden,35903,34.0013946,-85.96748649999999,24359,22809,14966
191,AL,Fayette,35555,33.7012455,-87.8909439,40956,28972,44086
192,AL,Vinemont,35179,34.1589207,-86.9571734,52592,38743,40883
193,AL,Berry,35546,33.64765429999999,-87.6143541,54116,32380,54325
194,AL,Russellville,35653,34.5125993,-87.7533372,78787,48388,70841
195,AL,Vina,35593,34.4392881,-88.03995649999999,37300,300000,28404
196,AL,Samson,36477,31.084781699999997,-86.08617509999999,37651,27315,36312
197,AL,Hartford,36344,31.0696505,-85.7368633,26922,20881,23141
198,AL,Slocomb,36375,31.086071899999997,-85.5280322,53395,42052,42981
199,AL,Boligee,35443,32.686132300000004,-87.9472665,24591,16667,25982
200,AL,Greensboro,36744,32.651436100000005,-87.6504698,43686,28110,51574
201,AL,Fort Gaines,39851,31.6127173,-85.1367411,47014,41328,37305
202,AL,Newton,36352,31.234786800000002,-85.5932271,69416,53258,59746
203,AL,Cullman,35057,34.010392100000004,-86.91025479999999,62728,53463,53245
204,AL,Dothan,36303,31.2531951,-85.4134185,58553,45033,42907
205,AL,Dothan,36301,31.2200822,-85.4193412,57312,45442,44993
206,AL,Dothan,36301,31.1821874,-85.3530797,66532,53439,51825
207,AL,Dothan,36303,31.2388804,-85.3512422,34057,24260,28608
208,AL,Webb,36376,31.268835,-85.2759901,49175,37902,46107
209,AL,Ashford,36312,31.1644974,-85.24685,54235,42227,43566
210,AL,Higdon,35979,34.8513417,-85.7000137,77322,45128,78600
211,AL,Stevenson,35772,34.8863961,-85.9296764,31235,21391,27591
212,AL,Scottsboro,35768,34.7615314,-86.0476196,50287,42093,36400
213,AL,Scottsboro,35768,34.6633617,-86.0358725,42148,32599,35347
214,AL,Ozark,36360,31.397130800000003,-85.6615834,51326,42647,33653
215,AL,Section,35771,34.569917499999995,-85.9716149,40859,30827,37250
216,AL,Birmingham,35212,33.542820899999995,-86.752434,38145,28550,35605
217,AL,Birmingham,35212,33.5442405,-86.7749128,30222,28006,20606
218,AL,Birmingham,35214,33.5423337,-86.8765161,18832,16684,11537
219,AL,Birmingham,35204,33.5261497,-86.8351469,29489,29052,15838
220,AL,Birmingham,35212,33.553205,-86.7429805,29126,23435,18632
221,AL,Birmingham,35212,33.55213019999999,-86.727676,43931,37499,31846
222,AL,Birmingham,35202,33.526074699999995,-86.78303170000001,25675,12611,26789
223,AL,Birmingham,35204,33.513249800000004,-86.83004720000001,30849,26300,28077
224,AL,Birmingham,35218,33.505958500000006,-86.8745531,68538,43322,63552
225,AL,Selma,36701,32.4484185,-87.0509577,36740,25083,33276
226,AL,Birmingham,35218,33.5052228,-86.90148459999999,33091,21929,33637
227,AL,Birmingham,35208,33.4847637,-86.8981396,34319,30412,30305
228,AL,Birmingham,35211,33.4859451,-86.8696926,30472,14309,46679
229,AL,Birmingham,35204,33.5007439,-86.8270718,21753,15614,17714
230,AL,Birmingham,35222,33.5108808,-86.77447120000001,51831,34771,48141
231,AL,Birmingham,35205,33.4866689,-86.8173266,28327,23929,18744
232,AL,Birmingham,35211,33.4806707,-86.85086770000001,28613,19517,37732
233,AL,Birmingham,35213,33.5206824,-86.7260226,46565,37262,45317
234,AL,Homewood,35209,33.4775177,-86.81494029999999,28720,26633,21802
235,AL,Birmingham,35215,33.6222102,-86.6790265,45016,46009,26218
236,AL,Selma,36701,32.366037199999994,-87.026282,37361,25986,38026
237,AL,Hueytown,35023,33.4525316,-87.0036566,52337,37992,49456
238,AL,Bessemer,35020,33.4009536,-86.9632652,47506,46585,32547
239,AL,Bessemer,35020,33.3813794,-86.9602115,21283,18646,12737
240,AL,Fairfield,35064,33.4817033,-86.91433559999999,29768,27182,22343
241,AL,Silverhill,36576,30.534560600000002,-87.7548736,53701,44265,42398
242,AL,Homewood,35209,33.475966,-86.7786575,142440,123075,72551
243,AL,Mountain Brook,35213,33.4947146,-86.7636042,155368,300000,78717
244,AL,Mountain Brook,35213,33.5124499,-86.7174833,128504,104533,85800
245,AL,Tarrant,35217,33.5796117,-86.7705036,18813,17037,13371
246,AL,Birmingham,35215,33.6373216,-86.63749150000001,66500,300000,28213
247,AL,Trussville,35173,33.6062979,-86.58484279999999,70449,63764,60898
248,AL,Ft Payne,35967,34.359447700000004,-85.80117759999999,45113,31818,45884
249,AL,Trussville,35173,33.72581470000001,-86.5900686,80117,70762,52938
250,AL,Birmingham,35220,33.669152200000006,-86.6511913,68096,66689,38318
251,AL,Kimberly,35091,33.7826093,-86.7857118,80998,70230,58272
252,AL,Mount Olive,35117,33.6819146,-86.9203958,74951,65918,49663
253,AL,Gardendale,35071,33.675835600000006,-86.7966575,51319,42982,33344
254,AL,Birmingham,35215,33.6453495,-86.6958458,46171,42204,35015
255,AL,Birmingham,35214,33.598314200000004,-86.87885729999999,50662,40369,43229
256,AL,Graysville,35073,33.6350049,-86.9946308,54763,47866,30405
257,AL,Pleasant Grove,35127,33.4820282,-86.98625059999999,90511,73076,57912
258,AL,Adamsville,35005,33.5764455,-86.9673879,53383,47460,34172
259,AL,Eclectic,36024,32.6328834,-86.03459649999999,54558,50225,38587
260,AL,Birmingham,35206,33.5657458,-86.67034749999999,40281,24797,43647
261,AL,Vestavia Hills,35243,33.4582894,-86.7384274,95153,85431,61817
262,AL,Vestavia Hills,35216,33.4205046,-86.78592490000001,79077,39607,80856
263,AL,Birmingham,35243,33.4278537,-86.73188090000001,65070,53548,37505
264,AL,Homewood,35209,33.4535392,-86.795517,81011,57091,75071
265,AL,Birmingham,35221,33.4480924,-86.8892598,31871,21950,27401
266,AL,Fairfield,35064,33.4589571,-86.936987,60913,300000,35897
267,AL,Fairfield,35064,33.4753834,-86.9481309,52520,35063,48743
268,AL,Bessemer,35023,33.3897822,-87.181015,77131,300000,63377
269,AL,Mccalla,35111,33.2874081,-87.00300240000001,90324,88210,53865
270,AL,Prattville,36066,32.449186,-86.37305079999999,54523,41056,42264
271,AL,Bessemer,35020,33.3512428,-86.95991459999999,46829,300000,28279
272,AL,Hoover,35226,33.401317399999996,-86.82797359999999,128915,300000,84788
273,AL,Hoover,35226,33.382200399999995,-86.8552686,115904,103436,66951
274,AL,Vernon,35592,33.766138,-88.0979273,48082,14259,58691
275,AL,Sheffield,35660,34.784265000000005,-87.6863587,19898,11362,28768
276,AL,Florence,35630,34.810395299999996,-87.6709633,28404,25315,18845
277,AL,Florence,35630,34.833077200000005,-87.6519647,45871,40925,26949
278,AL,Florence,35630,34.84224520000001,-87.7079565,66925,57489,39019
279,AL,Florence,35633,34.948095200000004,-87.78480390000001,58520,53758,32706
280,AL,Florence,35634,34.929505400000004,-87.63545,65375,49876,45702
281,AL,Gadsden,35901,34.03218629999999,-85.9730613,34479,22032,33189
282,AL,Killen,35645,34.8504713,-87.47935770000001,85950,62159,60426
283,AL,Rogersville,35652,34.8122679,-87.30436929999999,53050,39930,53937
284,AL,Town Creek,35672,34.566624700000006,-87.418451,49453,30636,36144
285,AL,Trinity,35673,34.57105,-87.2129882,50558,35481,47100
286,AL,Mt Hope,35651,34.4039525,-87.4562458,49474,34122,46748
287,AL,Auburn,36830,32.5848885,-85.4806812,82357,71002,63502
288,AL,Auburn,36830,32.5955157,-85.4933037,34498,23556,36377
289,AL,Auburn,36830,32.6207235,-85.468112,44489,300000,29855
290,AL,Opelika,36801,32.7027529,-85.3847912,71907,300000,48918
291,AL,Opelika,36801,32.631404700000004,-85.3521047,60292,300000,43525
292,AL,Gadsden,35901,33.9993815,-86.010319,40819,28402,42411
293,AL,Salem,36874,32.5985333,-85.1564072,56743,51524,41271
294,AL,Smiths Station,36877,32.5103593,-85.118585,42186,29698,47342
295,AL,Athens,35613,34.868162100000006,-86.86595849999999,84102,78280,48448
296,AL,Elkmont,35620,34.932604100000006,-86.9769708,52624,47441,40626
297,AL,Athens,35611,34.802546299999996,-86.9899793,43849,30742,37222
298,AL,Athens,35613,34.7766286,-86.8419932,80593,60539,57881
299,AL,Madison,35758,34.6474493,-86.85344659999998,101327,85287,71138
300,AL,Fort Deposit,36032,32.018097499999996,-86.6009099,63560,52781,51846
301,AL,Tuskegee Institute,36088,32.4628483,-85.7815478,50328,36023,42007
302,AL,Shorter,36075,32.3575498,-85.89479859999999,43995,35431,36578
303,AL,Glencoe,35905,33.918413,-85.91833249999999,53767,43691,45193
304,AL,Huntsville,35810,34.7832877,-86.58934709999998,47407,33659,47264
305,AL,Huntsville,35810,34.7679304,-86.63467829999999,38058,30776,26164
306,AL,Huntsville,35810,34.7552435,-86.6030659,57474,42104,43712
307,AL,Huntsville,35811,34.742245399999995,-86.5731181,53441,30532,51596
308,AL,Huntsville,35806,34.722743799999996,-86.6787178,49178,42703,35945
309,AL,Huntsville,35801,34.735105499999996,-86.5436849,93252,88860,53694
310,AL,Huntsville,35816,34.71756729999999,-86.6067012,23273,20863,16217
311,AL,Huntsville,35805,34.6875967,-86.6143778,37494,22507,45377
312,AL,Huntsville,35502,34.6915398,-86.57508359999999,77007,300000,46110
313,AL,Huntsville,35803,34.605088200000004,-86.57132340000001,79876,75064,48133
314,AL,Fayette,35555,33.817134499999995,-87.6438256,48781,39117,40468
315,AL,Huntsville,35803,34.6127548,-86.53295729999999,83331,75474,45271
316,AL,New Market,35761,34.917896999999996,-86.3494794,64802,63617,40696
317,AL,New Market,35761,34.9504742,-86.5026248,56419,48140,40933
318,AL,Madison,35758,34.762747999999995,-86.7550507,75746,64911,48878
319,AL,Harvest,35749,34.7912574,-86.76522829999999,80729,69225,55309
320,AL,Huntsville,35811,34.7623828,-86.49510240000001,58474,44095,40051
321,AL,Madison,35758,34.7373139,-86.76465879999999,134609,300000,67906
322,AL,Madison,35758,34.6854417,-86.76451340000001,79792,56372,67825
323,AL,Owens Cross Roads,35763,34.5605701,-86.4793214,65716,49914,49851
324,AL,Linden,36748,32.2755299,-87.8084087,32346,20988,33541
325,AL,Red Bay,35582,34.5152306,-88.0797797,36970,30452,29147
326,AL,Dixons Mills,36736,32.062079499999996,-87.72773509999999,48416,30152,50464
327,AL,Linden,36748,34.2081076,-87.721786,47449,35339,37198
328,AL,Hamilton,35570,34.1982117,-87.94910899999999,50049,32935,57865
329,AL,Guin,35563,33.986701700000005,-87.90212659999999,31017,15096,35883
330,AL,Grant,35747,34.52465120000001,-86.2046333,55987,38909,44664
331,AL,Union Grove,35175,34.4178011,-86.463898,62677,51925,44841
332,AL,Arab,35016,34.3314599,-86.4419583,58478,300000,38954
333,AL,Guntersville,35976,34.3505036,-86.25557979999999,55796,36870,49992
334,AL,Albertville,35951,34.2684564,-86.1499051,61634,300000,46009
335,AL,Albertville,35950,34.2558623,-86.2776418,32765,20717,29509
336,AL,Eutaw,35462,32.9585581,-88.0510053,30928,20746,31024
337,AL,Boaz,35957,34.211084,-86.13531090000001,77080,60413,61358
338,AL,Mobile,36617,30.711631,-88.0763917,23700,16804,25449
339,AL,Mobile,36617,30.706341600000002,-88.093464,40489,34201,36346
340,AL,Mobile,36604,30.6779766,-88.06069699999999,46053,32056,45729
341,AL,Mobile,36605,30.668197999999997,-88.07696779999999,36931,34077,25961
342,AL,Mobile,36605,30.602075300000003,-88.0987938,38383,30813,36375
343,AL,Mobile,36605,30.6489528,-88.09834690000001,50132,29059,58102
344,AL,Mobile,36606,30.6798293,-88.09330729999999,70996,68650,47507
345,AL,Mobile,36606,30.6825772,-88.114479,42432,300000,38313
346,AL,Mobile,36693,30.6453523,-88.14277779999999,57689,54763,42667
347,AL,Abbeville,36310,31.564689,-85.2591239,40518,25216,39126
348,AL,Mobile,36609,30.6610364,-88.14161109999999,35468,14533,41837
349,AL,Mobile,36618,30.7140322,-88.1460227,49698,43324,43669
350,AL,Mobile,36608,30.685869399999994,-88.1588421,108483,300000,78388
351,AL,Mobile,36608,30.673824,-88.20306679999999,58556,42972,51439
352,AL,Orange Beach,36561,30.3005856,-87.5417985,86000,66868,64338
353,AL,Mobile,36693,30.626774100000002,-88.19895490000002,64660,56165,41770
354,AL,Mobile,36617,30.721504,-88.1042551,23955,20077,20213
355,AL,Whistler,36613,30.7503663,-88.1166709,24218,16243,23567
356,AL,Saraland,36571,30.8245364,-88.07848359999998,43803,300000,28268
357,AL,Mount Vernon,36560,31.0707011,-88.0654398,48595,41530,38304
358,AL,Wilmer,36587,30.8819066,-88.2158005,58182,48215,45160
359,AL,Dothan,36303,31.235797499999997,-85.4197082,75861,55836,69018
360,AL,Semmes,36575,30.7536706,-88.2468888,66912,55680,49569
361,AL,Mobile,36695,30.662894899999998,-88.213545,98744,92467,69504
362,AL,Grand Bay,36541,30.5565858,-88.3414467,35313,25328,25644
363,AL,Irvington,36544,30.515402299999998,-88.2381941,51099,39571,34541
364,AL,Mobile,36619,30.5839887,-88.18770440000002,48721,46383,37861
365,AL,Mobile,36605,30.4884587,-88.13197,63538,49255,56525
366,AL,Mobile,36605,30.630210100000003,-88.069879,33457,21104,34577
367,AL,Bayou La Batre,36509,30.2698833,-88.2923593,0,0,0
368,AL,Monroeville,36461,31.5314913,-87.46825799999999,65025,48748,51291
369,AL,Uriah,36480,31.325005400000002,-87.59912740000001,33553,22348,28976
370,AL,Dothan,36303,31.277139000000002,-85.3841365,41374,27130,43691
371,AL,Montgomery,36107,32.3972125,-86.2846517,32307,33114,22159
372,AL,Montgmomery,36109,32.3635327,-86.308144,52473,51602,39175
373,AL,Montgomery,36108,32.3613688,-86.32894470000001,14023,11494,10200
374,AL,Montgomery,36106,32.3612257,-86.2834307,51585,39275,43379
375,AL,Montgomery,36109,32.3732999,-86.25511970000001,47899,300000,34528
376,AL,Montgomery,36111,32.3408795,-86.271527,43562,31912,41835
377,AL,Montgomery,36105,32.3356125,-86.30780250000001,33530,29294,19200
378,AL,Montgomery,36108,32.341301,-86.3351156,24669,22640,19811
379,AL,Montgomery,36109,32.3747656,-86.2294064,102838,96944,54029
380,AL,Montgomery,36108,32.3515219,-86.36019499999999,48406,31702,51309
381,AL,Princeton,35766,34.878783399999996,-86.22793659999999,45068,36873,39979
